VCD info: dumpfile sp.vcd opened for output.

### Test: stack pointer
-------------------------------------------------------------------------------------------------
      TIME     CLK     WE      OP      SP   EXPECTED
      6604    0x01    0x00    0x00    0x63    0x63
      6608    0x00    0x00    0x00    0x63    0x63
      6612    0x01    0x01    0x00    0x63    0x63
      6616    0x00    0x01    0x00    0x63    0x63
      6620    0x01    0x00    0x00    0x62    0x62
      6624    0x00    0x00    0x00    0x62    0x62
      6628    0x01    0x01    0x00    0x62    0x62
      6632    0x00    0x01    0x00    0x62    0x62
      6636    0x01    0x00    0x00    0x61    0x61
      6640    0x00    0x00    0x00    0x61    0x61
      6644    0x01    0x01    0x00    0x61    0x61
      6648    0x00    0x01    0x00    0x61    0x61
      6652    0x01    0x00    0x00    0x60    0x60
      6656    0x00    0x00    0x00    0x60    0x60
      6660    0x01    0x01    0x00    0x60    0x60
      6664    0x00    0x01    0x00    0x60    0x60
      6668    0x01    0x00    0x00    0x5f    0x5f
      6672    0x00    0x00    0x00    0x5f    0x5f
      6676    0x01    0x01    0x00    0x5f    0x5f
      6680    0x00    0x01    0x00    0x5f    0x5f
      6684    0x01    0x00    0x00    0x5e    0x5e
      6688    0x00    0x00    0x00    0x5e    0x5e
      6692    0x01    0x01    0x00    0x5e    0x5e
      6696    0x00    0x01    0x00    0x5e    0x5e
      6700    0x01    0x00    0x00    0x5d    0x5d
      6704    0x00    0x00    0x00    0x5d    0x5d
      6708    0x01    0x01    0x00    0x5d    0x5d
      6712    0x00    0x01    0x00    0x5d    0x5d
      6716    0x01    0x00    0x00    0x5c    0x5c
      6720    0x00    0x00    0x00    0x5c    0x5c
      6724    0x01    0x01    0x00    0x5c    0x5c
      6728    0x00    0x01    0x00    0x5c    0x5c
      6732    0x01    0x00    0x00    0x5b    0x5b
      6736    0x00    0x00    0x00    0x5b    0x5b
      6740    0x01    0x01    0x00    0x5b    0x5b
      6744    0x00    0x01    0x00    0x5b    0x5b
      6748    0x01    0x00    0x00    0x5a    0x5a
      6752    0x00    0x00    0x00    0x5a    0x5a
      6756    0x01    0x01    0x00    0x5a    0x5a
      6760    0x00    0x01    0x00    0x5a    0x5a
      6764    0x01    0x00    0x00    0x59    0x59
      6768    0x00    0x00    0x00    0x59    0x59
      6772    0x01    0x01    0x00    0x59    0x59
      6776    0x00    0x01    0x00    0x59    0x59
      6780    0x01    0x00    0x00    0x58    0x58
      6784    0x00    0x00    0x00    0x58    0x58
      6788    0x01    0x01    0x00    0x58    0x58
      6792    0x00    0x01    0x00    0x58    0x58
      6796    0x01    0x00    0x00    0x57    0x57
      6800    0x00    0x00    0x00    0x57    0x57
      6804    0x01    0x01    0x00    0x57    0x57
      6808    0x00    0x01    0x00    0x57    0x57
      6812    0x01    0x00    0x00    0x56    0x56
      6816    0x00    0x00    0x00    0x56    0x56
      6820    0x01    0x01    0x00    0x56    0x56
      6824    0x00    0x01    0x00    0x56    0x56
      6828    0x01    0x00    0x00    0x55    0x55
      6832    0x00    0x00    0x00    0x55    0x55
      6836    0x01    0x01    0x00    0x55    0x55
      6840    0x00    0x01    0x00    0x55    0x55
      6844    0x01    0x00    0x00    0x54    0x54
      6848    0x00    0x00    0x00    0x54    0x54
      6852    0x01    0x01    0x00    0x54    0x54
      6856    0x00    0x01    0x00    0x54    0x54
      6860    0x01    0x00    0x00    0x53    0x53
      6864    0x00    0x00    0x00    0x53    0x53
      6868    0x01    0x01    0x00    0x53    0x53
      6872    0x00    0x01    0x00    0x53    0x53
      6876    0x01    0x00    0x00    0x52    0x52
      6880    0x00    0x00    0x00    0x52    0x52
      6884    0x01    0x01    0x00    0x52    0x52
      6888    0x00    0x01    0x00    0x52    0x52
      6892    0x01    0x00    0x00    0x51    0x51
      6896    0x00    0x00    0x00    0x51    0x51
      6900    0x01    0x01    0x00    0x51    0x51
      6904    0x00    0x01    0x00    0x51    0x51
      6908    0x01    0x00    0x00    0x50    0x50
      6912    0x00    0x00    0x00    0x50    0x50
      6916    0x01    0x01    0x00    0x50    0x50
      6920    0x00    0x01    0x00    0x50    0x50
      6924    0x01    0x00    0x00    0x4f    0x4f
      6928    0x00    0x00    0x00    0x4f    0x4f
      6932    0x01    0x01    0x00    0x4f    0x4f
      6936    0x00    0x01    0x00    0x4f    0x4f
      6940    0x01    0x00    0x00    0x4e    0x4e
      6944    0x00    0x00    0x00    0x4e    0x4e
      6948    0x01    0x01    0x00    0x4e    0x4e
      6952    0x00    0x01    0x00    0x4e    0x4e
      6956    0x01    0x00    0x00    0x4d    0x4d
      6960    0x00    0x00    0x00    0x4d    0x4d
      6964    0x01    0x01    0x00    0x4d    0x4d
      6968    0x00    0x01    0x00    0x4d    0x4d
      6972    0x01    0x00    0x00    0x4c    0x4c
      6976    0x00    0x00    0x00    0x4c    0x4c
      6980    0x01    0x01    0x00    0x4c    0x4c
      6984    0x00    0x01    0x00    0x4c    0x4c
      6988    0x01    0x00    0x00    0x4b    0x4b
      6992    0x00    0x00    0x00    0x4b    0x4b
      6996    0x01    0x01    0x00    0x4b    0x4b
      7000    0x00    0x01    0x00    0x4b    0x4b
      7004    0x01    0x00    0x00    0x4a    0x4a
      7008    0x00    0x00    0x00    0x4a    0x4a
      7012    0x01    0x01    0x00    0x4a    0x4a
      7016    0x00    0x01    0x00    0x4a    0x4a
      7020    0x01    0x00    0x00    0x49    0x49
      7024    0x00    0x00    0x00    0x49    0x49
      7028    0x01    0x01    0x00    0x49    0x49
      7032    0x00    0x01    0x00    0x49    0x49
      7036    0x01    0x00    0x00    0x48    0x48
      7040    0x00    0x00    0x00    0x48    0x48
      7044    0x01    0x01    0x00    0x48    0x48
      7048    0x00    0x01    0x00    0x48    0x48
      7052    0x01    0x00    0x00    0x47    0x47
      7056    0x00    0x00    0x00    0x47    0x47
      7060    0x01    0x01    0x00    0x47    0x47
      7064    0x00    0x01    0x00    0x47    0x47
      7068    0x01    0x00    0x00    0x46    0x46
      7072    0x00    0x00    0x00    0x46    0x46
      7076    0x01    0x01    0x00    0x46    0x46
      7080    0x00    0x01    0x00    0x46    0x46
      7084    0x01    0x00    0x00    0x45    0x45
      7088    0x00    0x00    0x00    0x45    0x45
      7092    0x01    0x01    0x00    0x45    0x45
      7096    0x00    0x01    0x00    0x45    0x45
      7100    0x01    0x00    0x00    0x44    0x44
      7104    0x00    0x00    0x00    0x44    0x44
      7108    0x01    0x01    0x00    0x44    0x44
      7112    0x00    0x01    0x00    0x44    0x44
      7116    0x01    0x00    0x00    0x43    0x43
      7120    0x00    0x00    0x00    0x43    0x43
      7124    0x01    0x01    0x00    0x43    0x43
      7128    0x00    0x01    0x00    0x43    0x43
      7132    0x01    0x00    0x00    0x42    0x42
      7136    0x00    0x00    0x00    0x42    0x42
      7140    0x01    0x01    0x00    0x42    0x42
      7144    0x00    0x01    0x00    0x42    0x42
      7148    0x01    0x00    0x00    0x41    0x41
      7152    0x00    0x00    0x00    0x41    0x41
      7156    0x01    0x01    0x00    0x41    0x41
      7160    0x00    0x01    0x00    0x41    0x41
      7164    0x01    0x00    0x00    0x40    0x40
      7168    0x00    0x00    0x00    0x40    0x40
      7172    0x01    0x01    0x00    0x40    0x40
      7176    0x00    0x01    0x00    0x40    0x40
      7180    0x01    0x00    0x00    0x3f    0x3f
      7184    0x00    0x00    0x00    0x3f    0x3f
      7188    0x01    0x01    0x00    0x3f    0x3f
      7192    0x00    0x01    0x00    0x3f    0x3f
      7196    0x01    0x00    0x00    0x3e    0x3e
      7200    0x00    0x00    0x00    0x3e    0x3e
      7204    0x01    0x01    0x00    0x3e    0x3e
      7208    0x00    0x01    0x00    0x3e    0x3e
      7212    0x01    0x00    0x00    0x3d    0x3d
      7216    0x00    0x00    0x00    0x3d    0x3d
      7220    0x01    0x01    0x00    0x3d    0x3d
      7224    0x00    0x01    0x00    0x3d    0x3d
      7228    0x01    0x00    0x00    0x3c    0x3c
      7232    0x00    0x00    0x00    0x3c    0x3c
      7236    0x01    0x01    0x00    0x3c    0x3c
      7240    0x00    0x01    0x00    0x3c    0x3c
      7244    0x01    0x00    0x00    0x3b    0x3b
      7248    0x00    0x00    0x00    0x3b    0x3b
      7252    0x01    0x01    0x00    0x3b    0x3b
      7256    0x00    0x01    0x00    0x3b    0x3b
      7260    0x01    0x00    0x00    0x3a    0x3a
      7264    0x00    0x00    0x00    0x3a    0x3a
      7268    0x01    0x01    0x00    0x3a    0x3a
      7272    0x00    0x01    0x00    0x3a    0x3a
      7276    0x01    0x00    0x00    0x39    0x39
      7280    0x00    0x00    0x00    0x39    0x39
      7284    0x01    0x01    0x00    0x39    0x39
      7288    0x00    0x01    0x00    0x39    0x39
      7292    0x01    0x00    0x00    0x38    0x38
      7296    0x00    0x00    0x00    0x38    0x38
      7300    0x01    0x01    0x00    0x38    0x38
      7304    0x00    0x01    0x00    0x38    0x38
      7308    0x01    0x00    0x00    0x37    0x37
      7312    0x00    0x00    0x00    0x37    0x37
      7316    0x01    0x01    0x00    0x37    0x37
      7320    0x00    0x01    0x00    0x37    0x37
      7324    0x01    0x00    0x00    0x36    0x36
      7328    0x00    0x00    0x00    0x36    0x36
      7332    0x01    0x01    0x00    0x36    0x36
      7336    0x00    0x01    0x00    0x36    0x36
      7340    0x01    0x00    0x00    0x35    0x35
      7344    0x00    0x00    0x00    0x35    0x35
      7348    0x01    0x01    0x00    0x35    0x35
      7352    0x00    0x01    0x00    0x35    0x35
      7356    0x01    0x00    0x00    0x34    0x34
      7360    0x00    0x00    0x00    0x34    0x34
      7364    0x01    0x01    0x00    0x34    0x34
      7368    0x00    0x01    0x00    0x34    0x34
      7372    0x01    0x00    0x00    0x33    0x33
      7376    0x00    0x00    0x00    0x33    0x33
      7380    0x01    0x01    0x00    0x33    0x33
      7384    0x00    0x01    0x00    0x33    0x33
      7388    0x01    0x00    0x00    0x32    0x32
      7392    0x00    0x00    0x00    0x32    0x32
      7396    0x01    0x01    0x00    0x32    0x32
      7400    0x00    0x01    0x00    0x32    0x32
      7404    0x01    0x00    0x00    0x31    0x31
      7408    0x00    0x00    0x00    0x31    0x31
      7412    0x01    0x01    0x00    0x31    0x31
      7416    0x00    0x01    0x00    0x31    0x31
      7420    0x01    0x00    0x00    0x30    0x30
      7424    0x00    0x00    0x00    0x30    0x30
      7428    0x01    0x01    0x00    0x30    0x30
      7432    0x00    0x01    0x00    0x30    0x30
      7436    0x01    0x00    0x00    0x2f    0x2f
      7440    0x00    0x00    0x00    0x2f    0x2f
      7444    0x01    0x01    0x00    0x2f    0x2f
      7448    0x00    0x01    0x00    0x2f    0x2f
      7452    0x01    0x00    0x00    0x2e    0x2e
      7456    0x00    0x00    0x00    0x2e    0x2e
      7460    0x01    0x01    0x00    0x2e    0x2e
      7464    0x00    0x01    0x00    0x2e    0x2e
      7468    0x01    0x00    0x00    0x2d    0x2d
      7472    0x00    0x00    0x00    0x2d    0x2d
      7476    0x01    0x01    0x00    0x2d    0x2d
      7480    0x00    0x01    0x00    0x2d    0x2d
      7484    0x01    0x00    0x00    0x2c    0x2c
      7488    0x00    0x00    0x00    0x2c    0x2c
      7492    0x01    0x01    0x00    0x2c    0x2c
      7496    0x00    0x01    0x00    0x2c    0x2c
      7500    0x01    0x00    0x00    0x2b    0x2b
      7504    0x00    0x00    0x00    0x2b    0x2b
      7508    0x01    0x01    0x00    0x2b    0x2b
      7512    0x00    0x01    0x00    0x2b    0x2b
      7516    0x01    0x00    0x00    0x2a    0x2a
      7520    0x00    0x00    0x00    0x2a    0x2a
      7524    0x01    0x01    0x00    0x2a    0x2a
      7528    0x00    0x01    0x00    0x2a    0x2a
      7532    0x01    0x00    0x00    0x29    0x29
      7536    0x00    0x00    0x00    0x29    0x29
      7540    0x01    0x01    0x00    0x29    0x29
      7544    0x00    0x01    0x00    0x29    0x29
      7548    0x01    0x00    0x00    0x28    0x28
      7552    0x00    0x00    0x00    0x28    0x28
      7556    0x01    0x01    0x00    0x28    0x28
      7560    0x00    0x01    0x00    0x28    0x28
      7564    0x01    0x00    0x00    0x27    0x27
      7568    0x00    0x00    0x00    0x27    0x27
      7572    0x01    0x01    0x00    0x27    0x27
      7576    0x00    0x01    0x00    0x27    0x27
      7580    0x01    0x00    0x00    0x26    0x26
      7584    0x00    0x00    0x00    0x26    0x26
      7588    0x01    0x01    0x00    0x26    0x26
      7592    0x00    0x01    0x00    0x26    0x26
      7596    0x01    0x00    0x00    0x25    0x25
      7600    0x00    0x00    0x00    0x25    0x25
      7604    0x01    0x01    0x00    0x25    0x25
      7608    0x00    0x01    0x00    0x25    0x25
      7612    0x01    0x00    0x00    0x24    0x24
      7616    0x00    0x00    0x00    0x24    0x24
      7620    0x01    0x01    0x00    0x24    0x24
      7624    0x00    0x01    0x00    0x24    0x24
      7628    0x01    0x00    0x00    0x23    0x23
      7632    0x00    0x00    0x00    0x23    0x23
      7636    0x01    0x01    0x00    0x23    0x23
      7640    0x00    0x01    0x00    0x23    0x23
      7644    0x01    0x00    0x00    0x22    0x22
      7648    0x00    0x00    0x00    0x22    0x22
      7652    0x01    0x01    0x00    0x22    0x22
      7656    0x00    0x01    0x00    0x22    0x22
      7660    0x01    0x00    0x00    0x21    0x21
      7664    0x00    0x00    0x00    0x21    0x21
      7668    0x01    0x01    0x00    0x21    0x21
      7672    0x00    0x01    0x00    0x21    0x21
      7676    0x01    0x00    0x00    0x20    0x20
      7680    0x00    0x00    0x00    0x20    0x20
      7684    0x01    0x01    0x00    0x20    0x20
      7688    0x00    0x01    0x00    0x20    0x20
      7692    0x01    0x00    0x00    0x1f    0x1f
      7696    0x00    0x00    0x00    0x1f    0x1f
      7700    0x01    0x01    0x00    0x1f    0x1f
      7704    0x00    0x01    0x00    0x1f    0x1f
      7708    0x01    0x00    0x00    0x1e    0x1e
      7712    0x00    0x00    0x00    0x1e    0x1e
      7716    0x01    0x01    0x00    0x1e    0x1e
      7720    0x00    0x01    0x00    0x1e    0x1e
      7724    0x01    0x00    0x00    0x1d    0x1d
      7728    0x00    0x00    0x00    0x1d    0x1d
      7732    0x01    0x01    0x00    0x1d    0x1d
      7736    0x00    0x01    0x00    0x1d    0x1d
      7740    0x01    0x00    0x00    0x1c    0x1c
      7744    0x00    0x00    0x00    0x1c    0x1c
      7748    0x01    0x01    0x00    0x1c    0x1c
      7752    0x00    0x01    0x00    0x1c    0x1c
      7756    0x01    0x00    0x00    0x1b    0x1b
      7760    0x00    0x00    0x00    0x1b    0x1b
      7764    0x01    0x01    0x00    0x1b    0x1b
      7768    0x00    0x01    0x00    0x1b    0x1b
      7772    0x01    0x00    0x00    0x1a    0x1a
      7776    0x00    0x00    0x00    0x1a    0x1a
      7780    0x01    0x01    0x00    0x1a    0x1a
      7784    0x00    0x01    0x00    0x1a    0x1a
      7788    0x01    0x00    0x00    0x19    0x19
      7792    0x00    0x00    0x00    0x19    0x19
      7796    0x01    0x01    0x00    0x19    0x19
      7800    0x00    0x01    0x00    0x19    0x19
      7804    0x01    0x00    0x00    0x18    0x18
      7808    0x00    0x00    0x00    0x18    0x18
      7812    0x01    0x01    0x00    0x18    0x18
      7816    0x00    0x01    0x00    0x18    0x18
      7820    0x01    0x00    0x00    0x17    0x17
      7824    0x00    0x00    0x00    0x17    0x17
      7828    0x01    0x01    0x00    0x17    0x17
      7832    0x00    0x01    0x00    0x17    0x17
      7836    0x01    0x00    0x00    0x16    0x16
      7840    0x00    0x00    0x00    0x16    0x16
      7844    0x01    0x01    0x00    0x16    0x16
      7848    0x00    0x01    0x00    0x16    0x16
      7852    0x01    0x00    0x00    0x15    0x15
      7856    0x00    0x00    0x00    0x15    0x15
      7860    0x01    0x01    0x00    0x15    0x15
      7864    0x00    0x01    0x00    0x15    0x15
      7868    0x01    0x00    0x00    0x14    0x14
      7872    0x00    0x00    0x00    0x14    0x14
      7876    0x01    0x01    0x00    0x14    0x14
      7880    0x00    0x01    0x00    0x14    0x14
      7884    0x01    0x00    0x00    0x13    0x13
      7888    0x00    0x00    0x00    0x13    0x13
      7892    0x01    0x01    0x00    0x13    0x13
      7896    0x00    0x01    0x00    0x13    0x13
      7900    0x01    0x00    0x00    0x12    0x12
      7904    0x00    0x00    0x00    0x12    0x12
      7908    0x01    0x01    0x00    0x12    0x12
      7912    0x00    0x01    0x00    0x12    0x12
      7916    0x01    0x00    0x00    0x11    0x11
      7920    0x00    0x00    0x00    0x11    0x11
      7924    0x01    0x01    0x00    0x11    0x11
      7928    0x00    0x01    0x00    0x11    0x11
      7932    0x01    0x00    0x00    0x10    0x10
      7936    0x00    0x00    0x00    0x10    0x10
      7940    0x01    0x01    0x00    0x10    0x10
      7944    0x00    0x01    0x00    0x10    0x10
      7948    0x01    0x00    0x00    0x0f    0x0f
      7952    0x00    0x00    0x00    0x0f    0x0f
      7956    0x01    0x01    0x00    0x0f    0x0f
      7960    0x00    0x01    0x00    0x0f    0x0f
      7964    0x01    0x00    0x00    0x0e    0x0e
      7968    0x00    0x00    0x00    0x0e    0x0e
      7972    0x01    0x01    0x00    0x0e    0x0e
      7976    0x00    0x01    0x00    0x0e    0x0e
      7980    0x01    0x00    0x00    0x0d    0x0d
      7984    0x00    0x00    0x00    0x0d    0x0d
      7988    0x01    0x01    0x00    0x0d    0x0d
      7992    0x00    0x01    0x00    0x0d    0x0d
      7996    0x01    0x00    0x00    0x0c    0x0c
      8000    0x00    0x00    0x00    0x0c    0x0c
      8004    0x01    0x01    0x00    0x0c    0x0c
      8008    0x00    0x01    0x00    0x0c    0x0c
      8012    0x01    0x00    0x00    0x0b    0x0b
      8016    0x00    0x00    0x00    0x0b    0x0b
      8020    0x01    0x01    0x00    0x0b    0x0b
      8024    0x00    0x01    0x00    0x0b    0x0b
      8028    0x01    0x00    0x00    0x0a    0x0a
      8032    0x00    0x00    0x00    0x0a    0x0a
      8036    0x01    0x01    0x00    0x0a    0x0a
      8040    0x00    0x01    0x00    0x0a    0x0a
      8044    0x01    0x00    0x00    0x09    0x09
      8048    0x00    0x00    0x00    0x09    0x09
      8052    0x01    0x01    0x00    0x09    0x09
      8056    0x00    0x01    0x00    0x09    0x09
      8060    0x01    0x00    0x00    0x08    0x08
      8064    0x00    0x00    0x00    0x08    0x08
      8068    0x01    0x01    0x00    0x08    0x08
      8072    0x00    0x01    0x00    0x08    0x08
      8076    0x01    0x00    0x00    0x07    0x07
      8080    0x00    0x00    0x00    0x07    0x07
      8084    0x01    0x01    0x00    0x07    0x07
      8088    0x00    0x01    0x00    0x07    0x07
      8092    0x01    0x00    0x00    0x06    0x06
      8096    0x00    0x00    0x00    0x06    0x06
      8100    0x01    0x01    0x00    0x06    0x06
      8104    0x00    0x01    0x00    0x06    0x06
      8108    0x01    0x00    0x00    0x05    0x05
      8112    0x00    0x00    0x00    0x05    0x05
      8116    0x01    0x01    0x00    0x05    0x05
      8120    0x00    0x01    0x00    0x05    0x05
      8124    0x01    0x00    0x00    0x04    0x04
      8128    0x00    0x00    0x00    0x04    0x04
      8132    0x01    0x01    0x00    0x04    0x04
      8136    0x00    0x01    0x00    0x04    0x04
      8140    0x01    0x00    0x00    0x03    0x03
      8144    0x00    0x00    0x00    0x03    0x03
      8148    0x01    0x01    0x00    0x03    0x03
      8152    0x00    0x01    0x00    0x03    0x03
      8156    0x01    0x00    0x00    0x02    0x02
      8160    0x00    0x00    0x00    0x02    0x02
      8164    0x01    0x01    0x00    0x02    0x02
      8168    0x00    0x01    0x00    0x02    0x02
      8172    0x01    0x00    0x00    0x01    0x01
      8176    0x00    0x00    0x00    0x01    0x01
      8180    0x01    0x01    0x00    0x01    0x01
      8184    0x00    0x01    0x00    0x01    0x01

      8188    0x01    0x01    0x00    0x00    0x00
